"codigo";"lapso";"cod_mat";"cod_comp"
"32211";"2014-1";"T3EB01";"3809"
"32211";"2014-1";"T3GB01";"3811"
"32211";"2014-1";"T3HB01";"3814"
"32211";"2014-1";"T3IB01";"3935"
"32211";"2014-1";"T3DB01";"3937"
"32252";"2014-1";"T3AB02";"3805"
"32252";"2014-1";"T3BB02";"3806"
"32252";"2014-1";"T3CB02";"3807"
"32252";"2014-1";"T3EB02";"3809"
"32252";"2014-1";"T3GB02";"3811"
"32252";"2014-1";"T3HB02";"3814"
"32252";"2014-1";"T3IB02";"3935"
"32252";"2014-1";"T3DB02";"3937"
"32263";"2014-1";"T2DB20";"3803"
"32263";"2014-1";"T3AB01";"3805"
"32263";"2014-1";"T3BB01";"3806"
"32263";"2014-1";"T3CB01";"3807"
"32263";"2014-1";"T3EB01";"3809"
"32263";"2014-1";"T3GB01";"3811"
"32263";"2014-1";"T3HB01";"3814"
"32263";"2014-1";"T3IB01";"3935"
"32263";"2014-1";"T3DB01";"3937"
"32320";"2014-1";"T3AB02";"3805"
"32320";"2014-1";"T3BB02";"3806"
"32320";"2014-1";"T3CB02";"3807"
"32320";"2014-1";"T3EB02";"3809"
"32320";"2014-1";"T3GB02";"3811"
"32320";"2014-1";"T3HB02";"3814"
"32320";"2014-1";"T3IB02";"3935"
"32320";"2014-1";"T3DB02";"3937"
"32329";"2014-1";"T3AB02";"3805"
"32329";"2014-1";"T3BB02";"3806"
"32329";"2014-1";"T3CB02";"3807"
"32329";"2014-1";"T3EB02";"3809"
"32329";"2014-1";"T3GB02";"3811"
"32329";"2014-1";"T3HB02";"3814"
"32329";"2014-1";"T3IB02";"3935"
"32329";"2014-1";"T3DB02";"3937"
"33280";"2014-1";"T2AB06";"3800"
"33280";"2014-1";"T2BB06";"3801"
"33280";"2014-1";"T2CB06";"3802"
"33280";"2014-1";"T2DB06";"3803"
"33280";"2014-1";"T2EB06";"3804"
"33280";"2014-1";"T2GB06";"3813"
"33570";"2014-1";"T2DB20";"3803"
"33570";"2014-1";"T3AB01";"3805"
"33570";"2014-1";"T3BB01";"3806"
"33570";"2014-1";"T3CB01";"3807"
"33570";"2014-1";"T3EB01";"3809"
"33570";"2014-1";"T3GB01";"3811"
"33570";"2014-1";"T2GB12";"3813"
"33570";"2014-1";"T3HB01";"3814"
"33570";"2014-1";"T3IB01";"3935"
"33570";"2014-1";"T3DB01";"3937"
"33587";"2014-1";"T3AB01";"3805"
"33587";"2014-1";"T3BB01";"3806"
"33587";"2014-1";"T3CB01";"3807"
"33587";"2014-1";"T3EB01";"3809"
"33587";"2014-1";"T3GB01";"3811"
"33587";"2014-1";"T3HB01";"3814"
"33587";"2014-1";"T3IB01";"3935"
"33587";"2014-1";"T3DB01";"3937"
"33661";"2014-1";"T3AB02";"3805"
"33661";"2014-1";"T3BB02";"3806"
"33661";"2014-1";"T3CB02";"3807"
"33661";"2014-1";"T3EB02";"3809"
"33661";"2014-1";"T3GB02";"3811"
"33661";"2014-1";"T3HB02";"3814"
"33661";"2014-1";"T3IB02";"3935"
"33661";"2014-1";"T3DB02";"3937"
"34915";"2014-1";"T2AB01";"3800"
"34915";"2014-1";"T2BB01";"3801"
"34915";"2014-1";"T2CB01";"3802"
"34915";"2014-1";"T2DB01";"3803"
"34915";"2014-1";"T2EB01";"3804"
"34915";"2014-1";"T2GB01";"3813"
"34916";"2014-1";"T2AB06";"3800"
"34916";"2014-1";"T2BB06";"3801"
"34916";"2014-1";"T2CB06";"3802"
"34916";"2014-1";"T2DB06";"3803"
"34916";"2014-1";"T2EB06";"3804"
"34916";"2014-1";"T2GB06";"3813"
"34921";"2014-1";"T2AB03";"3800"
"34921";"2014-1";"T2BB03";"3801"
"34921";"2014-1";"T2CB03";"3802"
"34921";"2014-1";"T2DB03";"3803"
"34921";"2014-1";"T2EB03";"3804"
"34921";"2014-1";"T2GB03";"3813"
"34926";"2014-1";"T2AB06";"3800"
"34926";"2014-1";"T2BB06";"3801"
"34926";"2014-1";"T2CB06";"3802"
"34926";"2014-1";"T2DB06";"3803"
"34926";"2014-1";"T2EB06";"3804"
"34926";"2014-1";"T2GB06";"3813"
"34935";"2014-1";"T2AB01";"3800"
"34935";"2014-1";"T2BB01";"3801"
"34935";"2014-1";"T2CB01";"3802"
"34935";"2014-1";"T2DB01";"3803"
"34935";"2014-1";"T2EB01";"3804"
"34935";"2014-1";"T2GB01";"3813"
"34941";"2014-1";"T2AB04";"3800"
"34941";"2014-1";"T2BB04";"3801"
"34941";"2014-1";"T2CB04";"3802"
"34941";"2014-1";"T2DB04";"3803"
"34941";"2014-1";"T2EB04";"3804"
"34941";"2014-1";"T2GB04";"3813"
"34943";"2014-1";"T2AB04";"3800"
"34943";"2014-1";"T2BB04";"3801"
"34943";"2014-1";"T2CB04";"3802"
"34943";"2014-1";"T2DB04";"3803"
"34943";"2014-1";"T2EB04";"3804"
"34943";"2014-1";"T2GB04";"3813"
"34968";"2014-1";"T2AB03";"3800"
"34968";"2014-1";"T2BB03";"3801"
"34968";"2014-1";"T2CB03";"3802"
"34968";"2014-1";"T2DB03";"3803"
"34968";"2014-1";"T2EB03";"3804"
"34968";"2014-1";"T2GB03";"3813"
"34979";"2014-1";"T2AB06";"3800"
"34979";"2014-1";"T2BB06";"3801"
"34979";"2014-1";"T2CB06";"3802"
"34979";"2014-1";"T2DB06";"3803"
"34979";"2014-1";"T2EB06";"3804"
"34979";"2014-1";"T2GB06";"3813"
"34999";"2014-1";"T2AB01";"3800"
"34999";"2014-1";"T2BB01";"3801"
"34999";"2014-1";"T2CB01";"3802"
"34999";"2014-1";"T2DB01";"3803"
"34999";"2014-1";"T2EB01";"3804"
"34999";"2014-1";"T2GB01";"3813"
"35019";"2014-1";"T2AB03";"3800"
"35019";"2014-1";"T2BB03";"3801"
"35019";"2014-1";"T2CB03";"3802"
"35019";"2014-1";"T2DB03";"3803"
"35019";"2014-1";"T2EB03";"3804"
"35019";"2014-1";"T2GB03";"3813"
"35041";"2014-1";"T2AB03";"3800"
"35041";"2014-1";"T2BB03";"3801"
"35041";"2014-1";"T2CB03";"3802"
"35041";"2014-1";"T2DB03";"3803"
"35041";"2014-1";"T2EB03";"3804"
"35041";"2014-1";"T2GB03";"3813"
"35046";"2014-1";"T2AB11";"3800"
"35046";"2014-1";"T2BB11";"3801"
"35046";"2014-1";"T2CB11";"3802"
"35046";"2014-1";"T2DB11";"3803"
"35046";"2014-1";"T2EB11";"3804"
"35046";"2014-1";"T2FB11";"3812"
"35046";"2014-1";"T2GB11";"3813"
"35056";"2014-1";"T2AB06";"3800"
"35056";"2014-1";"T2BB06";"3801"
"35056";"2014-1";"T2CB06";"3802"
"35056";"2014-1";"T2DB06";"3803"
"35056";"2014-1";"T2EB06";"3804"
"35056";"2014-1";"T2GB06";"3813"
"35081";"2014-1";"T2AB06";"3800"
"35081";"2014-1";"T2BB06";"3801"
"35081";"2014-1";"T2CB06";"3802"
"35081";"2014-1";"T2DB06";"3803"
"35081";"2014-1";"T2EB06";"3804"
"35081";"2014-1";"T2GB06";"3813"
"35089";"2014-1";"T2AB01";"3800"
"35089";"2014-1";"T2BB01";"3801"
"35089";"2014-1";"T2CB01";"3802"
"35089";"2014-1";"T2DB01";"3803"
"35089";"2014-1";"T2EB01";"3804"
"35089";"2014-1";"T2GB01";"3813"
"35104";"2014-1";"T2AB02";"3800"
"35104";"2014-1";"T2BB02";"3801"
"35104";"2014-1";"T2CB02";"3802"
"35104";"2014-1";"T2DB02";"3803"
"35104";"2014-1";"T2EB02";"3804"
"35104";"2014-1";"T2GB02";"3813"
"35113";"2014-1";"T2AB03";"3800"
"35113";"2014-1";"T2BB03";"3801"
"35113";"2014-1";"T2CB03";"3802"
"35113";"2014-1";"T2DB03";"3803"
"35113";"2014-1";"T2EB03";"3804"
"35113";"2014-1";"T2GB03";"3813"
"35127";"2014-1";"T2AB03";"3800"
"35127";"2014-1";"T2BB03";"3801"
"35127";"2014-1";"T2CB03";"3802"
"35127";"2014-1";"T2DB03";"3803"
"35127";"2014-1";"T2EB03";"3804"
"35127";"2014-1";"T2GB03";"3813"
"35133";"2014-1";"T2AB03";"3800"
"35133";"2014-1";"T2BB03";"3801"
"35133";"2014-1";"T2CB03";"3802"
"35133";"2014-1";"T2DB03";"3803"
"35133";"2014-1";"T2EB03";"3804"
"35133";"2014-1";"T2GB03";"3813"
"35183";"2014-1";"T2AB02";"3800"
"35183";"2014-1";"T2BB02";"3801"
"35183";"2014-1";"T2CB02";"3802"
"35183";"2014-1";"T2DB02";"3803"
"35183";"2014-1";"T2EB02";"3804"
"35183";"2014-1";"T2GB02";"3813"
"35186";"2014-1";"T2AB03";"3800"
"35186";"2014-1";"T2BB03";"3801"
"35186";"2014-1";"T2CB03";"3802"
"35186";"2014-1";"T2DB03";"3803"
"35186";"2014-1";"T2EB03";"3804"
"35186";"2014-1";"T2GB03";"3813"
"35195";"2014-1";"T2AB06";"3800"
"35195";"2014-1";"T2BB06";"3801"
"35195";"2014-1";"T2CB06";"3802"
"35195";"2014-1";"T2DB06";"3803"
"35195";"2014-1";"T2EB06";"3804"
"35195";"2014-1";"T2GB06";"3813"
"35199";"2014-1";"T2AB06";"3800"
"35199";"2014-1";"T2BB06";"3801"
"35199";"2014-1";"T2CB06";"3802"
"35199";"2014-1";"T2DB06";"3803"
"35199";"2014-1";"T2EB06";"3804"
"35199";"2014-1";"T2GB06";"3813"
"35213";"2014-1";"T2AB05";"3800"
"35213";"2014-1";"T2BB05";"3801"
"35213";"2014-1";"T2CB05";"3802"
"35213";"2014-1";"T2DB05";"3803"
"35213";"2014-1";"T2EB05";"3804"
"35213";"2014-1";"T2GB05";"3813"
"35220";"2014-1";"T2AB01";"3800"
"35220";"2014-1";"T2BB01";"3801"
"35220";"2014-1";"T2CB01";"3802"
"35220";"2014-1";"T2DB01";"3803"
"35220";"2014-1";"T2EB01";"3804"
"35220";"2014-1";"T2GB01";"3813"
"35221";"2014-1";"T2AB01";"3800"
"35221";"2014-1";"T2BB01";"3801"
"35221";"2014-1";"T2CB01";"3802"
"35221";"2014-1";"T2DB01";"3803"
"35221";"2014-1";"T2EB01";"3804"
"35221";"2014-1";"T2GB01";"3813"
"35225";"2014-1";"T2AB01";"3800"
"35225";"2014-1";"T2BB01";"3801"
"35225";"2014-1";"T2CB01";"3802"
"35225";"2014-1";"T2DB01";"3803"
"35225";"2014-1";"T2EB01";"3804"
"35225";"2014-1";"T2GB01";"3813"
"35226";"2014-1";"T2AB05";"3800"
"35226";"2014-1";"T2BB05";"3801"
"35226";"2014-1";"T2CB05";"3802"
"35226";"2014-1";"T2DB05";"3803"
"35226";"2014-1";"T2EB05";"3804"
"35226";"2014-1";"T2GB05";"3813"
"35227";"2014-1";"T2AB06";"3800"
"35227";"2014-1";"T2BB06";"3801"
"35227";"2014-1";"T2CB06";"3802"
"35227";"2014-1";"T2DB06";"3803"
"35227";"2014-1";"T2EB06";"3804"
"35227";"2014-1";"T2GB06";"3813"
"35228";"2014-1";"T2AB04";"3800"
"35228";"2014-1";"T2BB01";"3801"
"35228";"2014-1";"T2CB01";"3802"
"35228";"2014-1";"T2DB04";"3803"
"35228";"2014-1";"T2EB01";"3804"
"35228";"2014-1";"T2GB01";"3813"
"35230";"2014-1";"T2AB04";"3800"
"35230";"2014-1";"T2BB01";"3801"
"35230";"2014-1";"T2CB01";"3802"
"35230";"2014-1";"T2DB04";"3803"
"35230";"2014-1";"T2EB01";"3804"
"35230";"2014-1";"T2GB01";"3813"
"35247";"2014-1";"T2AB06";"3800"
"35247";"2014-1";"T2BB06";"3801"
"35247";"2014-1";"T2CB06";"3802"
"35247";"2014-1";"T2DB06";"3803"
"35247";"2014-1";"T2EB06";"3804"
"35247";"2014-1";"T2GB06";"3813"
"35271";"2014-1";"T2AB06";"3800"
"35271";"2014-1";"T2BB06";"3801"
"35271";"2014-1";"T2CB06";"3802"
"35271";"2014-1";"T2DB06";"3803"
"35271";"2014-1";"T2EB06";"3804"
"35271";"2014-1";"T2GB06";"3813"
"35274";"2014-1";"T2AB01";"3800"
"35274";"2014-1";"T2BB01";"3801"
"35274";"2014-1";"T2CB01";"3802"
"35274";"2014-1";"T2DB01";"3803"
"35274";"2014-1";"T2EB01";"3804"
"35274";"2014-1";"T2GB01";"3813"
"35282";"2014-1";"T2AB16";"3800"
"35282";"2014-1";"T2BB16";"3801"
"35282";"2014-1";"T2CB16";"3802"
"35282";"2014-1";"T2DB16";"3803"
"35282";"2014-1";"T2EB16";"3804"
"35282";"2014-1";"T2FB16";"3812"
"35283";"2014-1";"T2AB02";"3800"
"35283";"2014-1";"T2BB02";"3801"
"35283";"2014-1";"T2CB02";"3802"
"35283";"2014-1";"T2DB02";"3803"
"35283";"2014-1";"T2EB02";"3804"
"35283";"2014-1";"T2GB02";"3813"
"35298";"2014-1";"T2AB06";"3800"
"35298";"2014-1";"T2BB06";"3801"
"35298";"2014-1";"T2CB06";"3802"
"35298";"2014-1";"T2DB06";"3803"
"35298";"2014-1";"T2EB06";"3804"
"35298";"2014-1";"T2GB06";"3813"
"35327";"2014-1";"T2AB04";"3800"
"35327";"2014-1";"T2BB04";"3801"
"35327";"2014-1";"T2CB04";"3802"
"35327";"2014-1";"T2DB04";"3803"
"35327";"2014-1";"T2EB04";"3804"
"35327";"2014-1";"T2GB04";"3813"
"35348";"2014-1";"T2AB02";"3800"
"35348";"2014-1";"T2BB02";"3801"
"35348";"2014-1";"T2CB02";"3802"
"35348";"2014-1";"T2DB02";"3803"
"35348";"2014-1";"T2EB02";"3804"
"35348";"2014-1";"T2GB02";"3813"
"35357";"2014-1";"T2AB03";"3800"
"35357";"2014-1";"T2BB03";"3801"
"35357";"2014-1";"T2CB03";"3802"
"35357";"2014-1";"T2DB03";"3803"
"35357";"2014-1";"T2EB03";"3804"
"35357";"2014-1";"T2GB03";"3813"
"35369";"2014-1";"T2AB04";"3800"
"35369";"2014-1";"T2BB01";"3801"
"35369";"2014-1";"T2CB04";"3802"
"35369";"2014-1";"T2DB04";"3803"
"35369";"2014-1";"T2EB01";"3804"
"35369";"2014-1";"T2GB01";"3813"
"35390";"2014-1";"T2AB02";"3800"
"35390";"2014-1";"T2BB02";"3801"
"35390";"2014-1";"T2CB02";"3802"
"35390";"2014-1";"T2DB02";"3803"
"35390";"2014-1";"T2EB02";"3804"
"35390";"2014-1";"T2GB02";"3813"
"35391";"2014-1";"T2AB02";"3800"
"35391";"2014-1";"T2BB02";"3801"
"35391";"2014-1";"T2CB02";"3802"
"35391";"2014-1";"T2DB02";"3803"
"35391";"2014-1";"T2EB02";"3804"
"35391";"2014-1";"T2GB02";"3813"
"35393";"2014-1";"T2AB06";"3800"
"35393";"2014-1";"T2BB06";"3801"
"35393";"2014-1";"T2CB06";"3802"
"35393";"2014-1";"T2DB06";"3803"
"35393";"2014-1";"T2EB06";"3804"
"35393";"2014-1";"T2GB06";"3813"
"35399";"2014-1";"T2AB06";"3800"
"35399";"2014-1";"T2BB06";"3801"
"35399";"2014-1";"T2CB06";"3802"
"35399";"2014-1";"T2DB06";"3803"
"35399";"2014-1";"T2EB06";"3804"
"35399";"2014-1";"T2GB06";"3813"
"35400";"2014-1";"T2AB02";"3800"
"35400";"2014-1";"T2BB02";"3801"
"35400";"2014-1";"T2CB02";"3802"
"35400";"2014-1";"T2DB02";"3803"
"35400";"2014-1";"T2EB02";"3804"
"35400";"2014-1";"T2GB02";"3813"
"35406";"2014-1";"T2AB04";"3800"
"35406";"2014-1";"T2BB04";"3801"
"35406";"2014-1";"T2CB04";"3802"
"35406";"2014-1";"T2DB04";"3803"
"35406";"2014-1";"T2EB04";"3804"
"35406";"2014-1";"T2GB04";"3813"
"35412";"2014-1";"T2AB02";"3800"
"35412";"2014-1";"T2BB02";"3801"
"35412";"2014-1";"T2CB02";"3802"
"35412";"2014-1";"T2DB02";"3803"
"35412";"2014-1";"T2EB02";"3804"
"35412";"2014-1";"T2GB02";"3813"
"35418";"2014-1";"T2AB01";"3800"
"35418";"2014-1";"T2BB01";"3801"
"35418";"2014-1";"T2CB01";"3802"
"35418";"2014-1";"T2DB01";"3803"
"35418";"2014-1";"T2EB01";"3804"
"35418";"2014-1";"T2GB01";"3813"
"35422";"2014-1";"T2AB02";"3800"
"35422";"2014-1";"T2BB02";"3801"
"35422";"2014-1";"T2CB02";"3802"
"35422";"2014-1";"T2DB02";"3803"
"35422";"2014-1";"T2EB02";"3804"
"35422";"2014-1";"T2GB02";"3813"
"35425";"2014-1";"T2AB11";"3800"
"35425";"2014-1";"T2BB11";"3801"
"35425";"2014-1";"T2CB11";"3802"
"35425";"2014-1";"T2DB11";"3803"
"35425";"2014-1";"T2EB11";"3804"
"35425";"2014-1";"T2FB11";"3812"
"35425";"2014-1";"T2GB11";"3813"
"35439";"2014-1";"T2AB04";"3800"
"35439";"2014-1";"T2BB04";"3801"
"35439";"2014-1";"T2CB04";"3802"
"35439";"2014-1";"T2DB04";"3803"
"35439";"2014-1";"T2EB04";"3804"
"35439";"2014-1";"T2GB04";"3813"
"35463";"2014-1";"T2AB04";"3800"
"35463";"2014-1";"T2BB04";"3801"
"35463";"2014-1";"T2CB04";"3802"
"35463";"2014-1";"T2DB04";"3803"
"35463";"2014-1";"T2EB04";"3804"
"35463";"2014-1";"T2GB04";"3813"
"35469";"2014-1";"T2AB02";"3800"
"35469";"2014-1";"T2BB02";"3801"
"35469";"2014-1";"T2CB02";"3802"
"35469";"2014-1";"T2DB02";"3803"
"35469";"2014-1";"T2EB02";"3804"
"35469";"2014-1";"T2GB02";"3813"
"35493";"2014-1";"T2AB06";"3800"
"35493";"2014-1";"T2BB06";"3801"
"35493";"2014-1";"T2CB06";"3802"
"35493";"2014-1";"T2DB06";"3803"
"35493";"2014-1";"T2EB06";"3804"
"35493";"2014-1";"T2GB06";"3813"
"35494";"2014-1";"T2AB01";"3800"
"35494";"2014-1";"T2BB01";"3801"
"35494";"2014-1";"T2CB01";"3802"
"35494";"2014-1";"T2DB01";"3803"
"35494";"2014-1";"T2EB01";"3804"
"35494";"2014-1";"T2GB01";"3813"
"35657";"2014-1";"T2AB06";"3800"
"35657";"2014-1";"T2BB06";"3801"
"35657";"2014-1";"T2CB06";"3802"
"35657";"2014-1";"T2DB06";"3803"
"35657";"2014-1";"T2EB06";"3804"
"35657";"2014-1";"T2GB06";"3813"
"35661";"2014-1";"T2AB06";"3800"
"35661";"2014-1";"T2BB06";"3801"
"35661";"2014-1";"T2CB06";"3802"
"35661";"2014-1";"T2DB06";"3803"
"35661";"2014-1";"T2EB06";"3804"
"35661";"2014-1";"T2GB06";"3813"
"35679";"2014-1";"T2AB15";"3800"
"35679";"2014-1";"T2BB15";"3801"
"35679";"2014-1";"T2CB15";"3802"
"35679";"2014-1";"T2DB15";"3803"
"35679";"2014-1";"T2EB15";"3804"
"35679";"2014-1";"T2FB15";"3812"
"35679";"2014-1";"T2GB15";"3813"
"35690";"2014-1";"T2AB02";"3800"
"35690";"2014-1";"T2BB02";"3801"
"35690";"2014-1";"T2CB02";"3802"
"35690";"2014-1";"T2DB02";"3803"
"35690";"2014-1";"T2EB02";"3804"
"35690";"2014-1";"T2GB02";"3813"
"35700";"2014-1";"T2AB03";"3800"
"35700";"2014-1";"T2BB03";"3801"
"35700";"2014-1";"T2CB03";"3802"
"35700";"2014-1";"T2DB03";"3803"
"35700";"2014-1";"T2EB03";"3804"
"35700";"2014-1";"T2GB03";"3813"
"35712";"2014-1";"T2AB11";"3800"
"35712";"2014-1";"T2BB11";"3801"
"35712";"2014-1";"T2CB11";"3802"
"35712";"2014-1";"T2DB11";"3803"
"35712";"2014-1";"T2EB11";"3804"
"35712";"2014-1";"T2FB11";"3812"
"35712";"2014-1";"T2GB11";"3813"
"35716";"2014-1";"T2AB01";"3800"
"35716";"2014-1";"T2BB01";"3801"
"35716";"2014-1";"T2CB01";"3802"
"35716";"2014-1";"T2DB01";"3803"
"35716";"2014-1";"T2EB01";"3804"
"35716";"2014-1";"T2GB01";"3813"
"35725";"2014-1";"T2AB02";"3800"
"35725";"2014-1";"T2BB02";"3801"
"35725";"2014-1";"T2CB02";"3802"
"35725";"2014-1";"T2DB02";"3803"
"35725";"2014-1";"T2EB02";"3804"
"35725";"2014-1";"T2GB02";"3813"
"35726";"2014-1";"T2AB02";"3800"
"35726";"2014-1";"T2BB02";"3801"
"35726";"2014-1";"T2CB02";"3802"
"35726";"2014-1";"T2DB02";"3803"
"35726";"2014-1";"T2EB02";"3804"
"35726";"2014-1";"T2GB02";"3813"
"35732";"2014-1";"T2AB04";"3800"
"35732";"2014-1";"T2BB04";"3801"
"35732";"2014-1";"T2CB04";"3802"
"35732";"2014-1";"T2DB04";"3803"
"35732";"2014-1";"T2EB04";"3804"
"35732";"2014-1";"T2GB04";"3813"
"35735";"2014-1";"T2AB11";"3800"
"35735";"2014-1";"T2BB11";"3801"
"35735";"2014-1";"T2CB11";"3802"
"35735";"2014-1";"T2DB11";"3803"
"35735";"2014-1";"T2EB11";"3804"
"35735";"2014-1";"T2FB11";"3812"
"35735";"2014-1";"T2GB11";"3813"
"35751";"2014-1";"T2AB04";"3800"
"35751";"2014-1";"T2BB04";"3801"
"35751";"2014-1";"T2CB04";"3802"
"35751";"2014-1";"T2DB04";"3803"
"35751";"2014-1";"T2EB04";"3804"
"35751";"2014-1";"T2GB04";"3813"
"35753";"2014-1";"T2AB01";"3800"
"35753";"2014-1";"T2BB01";"3801"
"35753";"2014-1";"T2CB01";"3802"
"35753";"2014-1";"T2DB01";"3803"
"35753";"2014-1";"T2EB01";"3804"
"35753";"2014-1";"T2GB01";"3813"
"35754";"2014-1";"T2AB03";"3800"
"35754";"2014-1";"T2BB03";"3801"
"35754";"2014-1";"T2CB03";"3802"
"35754";"2014-1";"T2DB03";"3803"
"35754";"2014-1";"T2EB03";"3804"
"35754";"2014-1";"T2GB03";"3813"
"35788";"2014-1";"T2AB01";"3800"
"35788";"2014-1";"T2BB01";"3801"
"35788";"2014-1";"T2CB01";"3802"
"35788";"2014-1";"T2DB01";"3803"
"35788";"2014-1";"T2EB01";"3804"
"35788";"2014-1";"T2GB01";"3813"
"35793";"2014-1";"T2AB01";"3800"
"35793";"2014-1";"T2BB01";"3801"
"35793";"2014-1";"T2CB01";"3802"
"35793";"2014-1";"T2DB01";"3803"
"35793";"2014-1";"T2EB01";"3804"
"35793";"2014-1";"T2GB01";"3813"
"35835";"2014-1";"T2AB01";"3800"
"35835";"2014-1";"T2BB01";"3801"
"35835";"2014-1";"T2CB01";"3802"
"35835";"2014-1";"T2DB01";"3803"
"35835";"2014-1";"T2EB01";"3804"
"35835";"2014-1";"T2GB01";"3813"
"40008";"2014-1";"T2AB05";"3800"
"40008";"2014-1";"T2BB05";"3801"
"40008";"2014-1";"T2CB05";"3802"
"40008";"2014-1";"T2DB05";"3803"
"40008";"2014-1";"T2EB05";"3804"
"40008";"2014-1";"T2GB05";"3813"
"40018";"2014-1";"T2AB06";"3800"
"40018";"2014-1";"T2BB06";"3801"
"40018";"2014-1";"T2CB06";"3802"
"40018";"2014-1";"T2DB06";"3803"
"40018";"2014-1";"T2EB06";"3804"
"40018";"2014-1";"T2GB06";"3813"
"40022";"2014-1";"T2AB05";"3800"
"40022";"2014-1";"T2BB05";"3801"
"40022";"2014-1";"T2CB05";"3802"
"40022";"2014-1";"T2DB05";"3803"
"40022";"2014-1";"T2EB05";"3804"
"40022";"2014-1";"T2GB05";"3813"
"40024";"2014-1";"T2AB06";"3800"
"40024";"2014-1";"T2BB06";"3801"
"40024";"2014-1";"T2CB06";"3802"
"40024";"2014-1";"T2DB06";"3803"
"40024";"2014-1";"T2EB06";"3804"
"40024";"2014-1";"T2GB06";"3813"
"41112";"2014-1";"T2AB11";"3800"
"41112";"2014-1";"T2BB11";"3801"
"41112";"2014-1";"T2CB11";"3802"
"41112";"2014-1";"T2DB11";"3803"
"41112";"2014-1";"T2EB11";"3804"
"41112";"2014-1";"T2FB11";"3812"
"41112";"2014-1";"T2GB11";"3813"
"41113";"2014-1";"T2AB11";"3800"
"41113";"2014-1";"T2BB11";"3801"
"41113";"2014-1";"T2CB11";"3802"
"41113";"2014-1";"T2DB11";"3803"
"41113";"2014-1";"T2EB11";"3804"
"41113";"2014-1";"T2FB11";"3812"
"41113";"2014-1";"T2GB11";"3813"
"41114";"2014-1";"T2AB11";"3800"
"41114";"2014-1";"T2BB11";"3801"
"41114";"2014-1";"T2CB11";"3802"
"41114";"2014-1";"T2DB11";"3803"
"41114";"2014-1";"T2EB11";"3804"
"41114";"2014-1";"T2FB11";"3812"
"41114";"2014-1";"T2GB11";"3813"
"41115";"2014-1";"T2AB16";"3800"
"41115";"2014-1";"T2BB16";"3801"
"41115";"2014-1";"T2CB16";"3802"
"41115";"2014-1";"T2DB16";"3803"
"41115";"2014-1";"T2EB16";"3804"
"41115";"2014-1";"T2FB16";"3812"
"41115";"2014-1";"T2GB16";"3813"
"41117";"2014-1";"T2AB11";"3800"
"41117";"2014-1";"T2BB11";"3801"
"41117";"2014-1";"T2CB11";"3802"
"41117";"2014-1";"T2DB11";"3803"
